# date,home,away,home goals,away goals

# Week One
2/29/24,Perris,Hemet,0,3
3/1/24,Corona 2,Corona 1,2,2
3/2/24,Beaumont,Corona 1,0,3
3/2/24,Moreno Valley,French Valley,1,0
3/2/24,Redlands,Jurupa,1,7

# Week Two
3/9/24,Perris,Menifee,0,12
3/9/24,Corona 2,French Valley,7,4
3/9/24,Moreno Valley,Mountains,6,0
3/9/24,Corona 1,Redlands,6,3
3/9/24,Jurupa,Hemet,3,0

# Week Three
3/16/24,Perris,French Valley,0,4
3/16/24,Beaumont,Hemet,1,4
3/16/24,Menifee,Redlands,5,1
3/16/24,Corona 1,Moreno Valley,2,0
3/16/24,Jurupa,Corona 2,0,2
3/17/24,Hemet,Mountains,10,0

# Week Four
3/23/24,Perris,Mountains,9,1
3/23/24,Hemet,Menifee,2,2
3/23/24,Redlands,Moreno Valley,0,2
3/23/24,French Valley,Jurupa,2,4
3/23/24,Corona 2,Beaumont,3,3

# Week Six
4/4/24,Menifee,Beaumont,5,1
4/11/24,Menifee,Mountains,4,0
4/11/24,Jurupa,Corona 1,1,4
4/13/24,Beaumont,Redlands,2,6
4/13/24,Moreno Valley,Corona 2,1,1
4/13/24,Redlands,Perris,4,0
4/13/24,Beaumont,Mountains,8,1

# Week Seven
4/15/24,Redlands,Mountains,13,0
4/20/24,Perris,Corona 2
4/20/24,Jurupa,Moreno Valley
4/20/24,Corona 1,Menifee

# Week Eight
4/23/24,French Valley,Hemet
4/27/24,Perris,Moreno Valley
4/27/24,Menifee,Jurupa
4/27/24,Redlands,French Valley
4/27/24,Corona 2,Mountains
4/27/24,Hemet,Corona 1
4/27/24,French Valley,Beaumont
4/28/24,Redlands,Hemet
4/28/24,Moreno Valley,Beaumont

# Week Nine
5/1/24,French Valley,Mountains
5/1/24,Hemet,Corona 2
5/3/24,Jurupa,Perris
5/4/24,Beaumont,Jurupa
5/4/24,Moreno Valley,Menifee
5/4/24,Corona 1,Mountains

# Week Ten
5/8/24,French Valley,Menifee
5/11/24,Perris,Beaumont
5/11/24,Hemet,Moreno Valley
5/11/24,Corona 2,Redlands
5/11/24,Jurupa,Mountains
5/11/24,Corona 1,French Valley

# Need Reschedule
5/12/24,Corona 2,Menifee
5/12/24,Corona 1,Perris
